dataset/images/wheelchair/image_0001.jpg,67,254,23,270,wheelchair
dataset/images/wheelchair/image_0002.jpg,3,257,5,297,wheelchair
dataset/images/wheelchair/image_0003.jpg,66,291,3,299,wheelchair
dataset/images/wheelchair/image_0004.jpg,4,286,2,294,wheelchair
dataset/images/wheelchair/image_0005.jpg,23,274,33,263,wheelchair
dataset/images/wheelchair/image_0006.jpg,3,285,4,291,wheelchair
dataset/images/wheelchair/image_0007.jpg,37,285,15,281,wheelchair
dataset/images/wheelchair/image_0008.jpg,15,282,9,290,wheelchair
dataset/images/wheelchair/image_0009.jpg,2,195,31,245,wheelchair
dataset/images/wheelchair/image_0010.jpg,17,299,44,206,wheelchair
dataset/images/wheelchair/image_0011.jpg,3,285,22,254,wheelchair
dataset/images/wheelchair/image_0012.jpg,37,274,44,268,wheelchair
dataset/images/wheelchair/image_0013.jpg,13,257,17,286,wheelchair
dataset/images/wheelchair/image_0014.jpg,41,261,13,224,wheelchair
dataset/images/wheelchair/image_0015.jpg,53,207,60,266,wheelchair
dataset/images/wheelchair/image_0016.jpg,73,250,65,234,wheelchair
dataset/images/wheelchair/image_0017.jpg,9,262,4,300,wheelchair
dataset/images/wheelchair/image_0018.jpg,24,299,2,240,wheelchair
dataset/images/wheelchair/image_0019.jpg,68,227,36,201,wheelchair
dataset/images/wheelchair/image_0020.jpg,50,271,19,275,wheelchair
dataset/images/wheelchair/image_0021.jpg,14,211,53,241,wheelchair
dataset/images/wheelchair/image_0022.jpg,12,261,22,280,wheelchair
dataset/images/wheelchair/image_0023.jpg,43,285,14,257,wheelchair
dataset/images/wheelchair/image_0024.jpg,115,277,54,236,wheelchair
dataset/images/wheelchair/image_0025.jpg,13,290,19,287,wheelchair
dataset/images/wheelchair/image_0026.jpg,11,250,58,266,wheelchair
dataset/images/wheelchair/image_0027.jpg,73,294,9,195,wheelchair
dataset/images/wheelchair/image_0028.jpg,16,276,15,293,wheelchair
dataset/images/wheelchair/image_0029.jpg,18,285,10,218,wheelchair
dataset/images/wheelchair/image_0030.jpg,55,291,3,262,wheelchair
dataset/images/wheelchair/image_0031.jpg,4,298,7,287,wheelchair
dataset/images/wheelchair/image_0032.jpg,51,291,9,222,wheelchair
dataset/images/wheelchair/image_0033.jpg,17,298,23,252,wheelchair
dataset/images/wheelchair/image_0034.jpg,37,205,54,233,wheelchair
